FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q96392705,https://www.wikidata.org/wiki/Q96392705,Meskigalla,8,,,,,same as Meskigal,NULL,NULL,NULL,,,,,,,,,,,,,,Meskigal,Meskigalla,466,Meskigal,Q96392705,http://www.wikidata.org/entity/Q96392705,Meskigal,,,,,,,,,,,,,Q6581097,,,,,,,,,,265,Mes-kigala,,,,Q13649246,,,,disambiguation needed,,,"Mes-kigala: ""265"",",9,RIME 1,1.1.9,33,Mes-kigala,1,ADAB,,,,Q96392705,disambiguation needed,Meskigal & Meskigalla,disambiguation needed,Mes-kigala E1.1.9 / 33,1.1.9 / 33
,,,Mfi,1,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,Mfi,501,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MS,1,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,MS,500,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q878782,https://www.wikidata.org/wiki/Q878782,Mshb-Marduk,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Mushezib-Marduk,Mshb-Marduk,195,Mushezib-Marduk,Q878782,http://www.wikidata.org/entity/Q878782,Mushezib-Marduk,-0800-01-01T00:00:00Z,-0688-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q878782,https://www.wikidata.org/wiki/Q878782,Mushezib-Marduk,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Mushezib-Marduk,Mushezib-Marduk,79,Mushezib-Marduk,Q878782,http://www.wikidata.org/entity/Q878782,Mushezib-Marduk,-0800-01-01T00:00:00Z,-0688-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NA,1,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,NA,408,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nabi-Enlil,9,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nabi-Enlil,357,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nabi-Suen,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nabi-Suen,397,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q239414,https://www.wikidata.org/wiki/Q239414,Nabomidus,1,y,https://cdli.mpiwg-berlin.mpg.de/artifacts/460102,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabonidus,Nabomidus,482,Nabonidus,Q239414,http://www.wikidata.org/entity/Q239414,Nabonidus,-0650-01-01T00:00:00Z,-0537-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q239414,https://www.wikidata.org/wiki/Q239414,Nabonidus,1510,y,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabonidus,Nabonidus,496,Nabonidus,Q239414,http://www.wikidata.org/entity/Q239414,Nabonidus,-0650-01-01T00:00:00Z,-0537-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q273514,https://www.wikidata.org/wiki/Q273514,Nabopolasar,3,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabopolassar,Nabopolasar,142,Nabopolassar,Q273514,http://www.wikidata.org/entity/Q273514,Nabopolassar,-0657-01-01T00:00:00Z,-0604-08-08T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q273514,https://www.wikidata.org/wiki/Q273514,Nabopolassar,177,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabopolassar,Nabopolassar,451,Nabopolassar,Q273514,http://www.wikidata.org/entity/Q273514,Nabopolassar,-0657-01-01T00:00:00Z,-0604-08-08T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q273514,https://www.wikidata.org/wiki/Q273514,Nabopolassur,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabopolassar,Nabopolassur,544,Nabopolassar,Q273514,http://www.wikidata.org/entity/Q273514,Nabopolassar,-0657-01-01T00:00:00Z,-0604-08-08T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2386532,https://www.wikidata.org/wiki/Q2386532,Nabu-apla-iddina,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabu-apla-iddina,Nabu-apla-iddina,312,Nabu-apla-iddina,Q2386532,http://www.wikidata.org/entity/Q2386532,Nabu-apla-iddina,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2386532,https://www.wikidata.org/wiki/Q2386532,Nabu-aplu-iddina,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabu-apla-iddina,Nabu-aplu-iddina,99,Nabu-apla-iddina,Q2386532,http://www.wikidata.org/entity/Q2386532,Nabu-apla-iddina,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nabu-mar-shar-Babylon,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nabu-mar-shar-Babylon,428,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2395421,https://www.wikidata.org/wiki/Q2395421,Nabu-mukin-apli,27,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabû-mukin-apli,Nabu-mukin-apli,213,Nabû-mukin-apli,Q2395421,http://www.wikidata.org/entity/Q2395421,Nabû-mukin-apli,-1100-01-01T00:00:00Z,-1000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q443902,https://www.wikidata.org/wiki/Q443902,Nabu-nasir,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabonassar,Nabu-nasir,127,Nabonassar,Q443902,http://www.wikidata.org/entity/Q443902,Nabonassar,-0800-01-01T00:00:00Z,-0732-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2482727,https://www.wikidata.org/wiki/Q2482727,Nabu-shuma-ishkun,4,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabu-shuma-ishkun,Nabu-shuma-ishkun,151,Nabu-shuma-ishkun,Q2482727,http://www.wikidata.org/entity/Q2482727,Nabu-shuma-ishkun,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2641667,https://www.wikidata.org/wiki/Q2641667,Nabu-shumu-libur,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabu-shum-libur,Nabu-shumu-libur,409,Nabu-shum-libur,Q2641667,http://www.wikidata.org/entity/Q2641667,Nabu-shum-libur,-1050-01-01T00:00:00Z,-1001-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q11788594,https://www.wikidata.org/wiki/Q11788594,Nabu-shumu-lishir,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabu-shuma-lisir,Nabu-shumu-lishir,346,Nabu-shuma-lisir,Q11788594,http://www.wikidata.org/entity/Q11788594,Nabu-shuma-lisir,,-0601-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nabupolasar,4,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabopolassar,Nabupolasar,86,Nabopolassar,Q273514,http://www.wikidata.org/entity/Q273514,Nabopolassar,-0657-01-01T00:00:00Z,-0604-08-08T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q273514,https://www.wikidata.org/wiki/Q273514,Nabupolassar,88,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nabopolassar,Nabupolassar,204,Nabopolassar,Q273514,http://www.wikidata.org/entity/Q273514,Nabopolassar,-0657-01-01T00:00:00Z,-0604-08-08T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q11324134,https://www.wikidata.org/wiki/Q11324134,Namahni,8,y,disambiguation needed,,ruler (ensi2) of Umma during the Old Akkadian Period (ca. 2340-2200 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,Nam-mahani,Namahni,513,Nam-mahani,Q4312775,http://www.wikidata.org/entity/Q4312775,Nam-mahani,,,,,,,,,,,,,Q6581097,,,,,,,,,,27,Nammahni,,Q4312775,,Q13649246,,,,,,,"Nammahni: ""27"",",138,RIME 3.1,3/1.1.12,194,Nammahani,3,LAGAŠ,,,,Q4312775,disambiguation needed,,disambiguation needed,Nammahani E311.1.12 / 194,311.1.12 / 194
,Q11324134,https://www.wikidata.org/wiki/Q11324134,Namahni,8,y,disambiguation needed,,ruler (ensi2) of Umma during the Old Akkadian Period (ca. 2340-2200 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,Namahni,Namahni,,Nammahni,Q11324134,http://www.wikidata.org/entity/Q11324134,Nammahni,,,,,,,,,,,,,Q6581097,,,,,,,,,,159,Namahni,,Q11324134,,Q13649246,,,,,,,"Namahni: ""159"",",112,RIME 2,2.11.12,267,Namahni,1,UMMA,,,,Q11324134,disambiguation needed,,disambiguation needed,Namahni E2.11.12 / 267,2.11.12 / 267
,,,Nammah,4,y,disambiguation needed,Nam-mah,ruler (ensi2) of Nippur during ED IIIb (ca. 2500-2340 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,,Nammah,371,Nam-mahani,Q4312775,http://www.wikidata.org/entity/Q4312775,Nam-mahani,,,,,,,,,,,,,Q6581097,,,,,,,,,,95,Nammah,,,,Q13649246,,,,,,,"Nammah: ""95"",",44,RIME 1,1.11.1,351,Nammah,1,NIPPUR,,,,,disambiguation needed,,disambiguation needed,Namma ̇ E1.11.1 / 351,1.11.1 / 351
,,,Nammah-abzu,2,y,disambiguation needed,Nammaḫ-abzu | Nam-mah-abzu | Nammah-abzu,ruler (ensi2) of Nippur during the Old Akkadian Period (ca. 2340-2200 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,,Nammah-abzu,191,Nam-mahani,Q4312775,http://www.wikidata.org/entity/Q4312775,Nam-mahani,,,,,,,,,,,,,Q6581097,,,,,,,,,,143,Nammahabzu,,,,Q13649246,,,,,,,"Nammahabzu: ""143"",",138,RIME 3.1,3/1.1.12,194,Nammahani,3,LAGAŠ,,,,Q4312775,disambiguation needed,,disambiguation needed,Nammahani E311.1.12 / 194,311.1.12 / 194
,Q4312775,https://www.wikidata.org/wiki/Q4312775,Nammahni,72,y,,Nammahni | Namahni | Nam-mah | Nammah,ruler (ensi2) of Lagaš during Lagash II (ca. 2200-2100 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,,Nammahni,356,Nam-mahani,Q4312775,http://www.wikidata.org/entity/Q4312775,Nam-mahani,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nani,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nani,5,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q327523,https://www.wikidata.org/wiki/Q327523,Naram-Sin,20,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Naram-Suen of Eshnunna,Naram-Sin,56,Naram-Sin,Q297506,http://www.wikidata.org/entity/Q297506,Naram-Sin,,,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,135,Naram-Suen,,,,Q13649246,,,,,,,"Naram-Suen: ""135"",",232,RIME 4,4.5.15,553,Naram-Sin,,ESNUNNA,,,,Q327523,disambiguation needed,Naram-Sin,20x,Naram-Sin E4.5.15 / 553,4.5.15 / 553
,Q297506,https://www.wikidata.org/wiki/Q297506,Naramsin,563,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Naram-Sin,Naramsin,51,Naram-Sin,Q297506,http://www.wikidata.org/entity/Q297506,Naram-Sin,,,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1976930,https://www.wikidata.org/wiki/Q1976930,Naramsin3,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Naram-Sin of Assyria,Naramsin3,94,Naram-Sin of Assyria,Q1976930,http://www.wikidata.org/entity/Q1976930,Naram-Sin of Assyria,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q722291,https://www.wikidata.org/wiki/Q722291,Nazi-Marutash,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nazi-Maruttash,Nazi-Marutash,238,Nazi-Maruttash,Q722291,http://www.wikidata.org/entity/Q722291,Nazi-Maruttash,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q722291,https://www.wikidata.org/wiki/Q722291,Nazi-Maruttaš,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nazi-Maruttash,Nazi-Maruttaš,483,Nazi-Maruttash,Q722291,http://www.wikidata.org/entity/Q722291,Nazi-Maruttash,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q722291,https://www.wikidata.org/wiki/Q722291,Nazi-Maruttash,75,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nazi-Maruttash,Nazi-Maruttash,342,Nazi-Maruttash,Q722291,http://www.wikidata.org/entity/Q722291,Nazi-Maruttash,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q722291,https://www.wikidata.org/wiki/Q722291,Nazimaruttash,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nazi-Maruttash,Nazimaruttash,17,Nazi-Maruttash,Q722291,http://www.wikidata.org/entity/Q722291,Nazi-Maruttash,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NE,34,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,NE,163,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q3321618,https://www.wikidata.org/wiki/Q3321618,Nebuchadnezar3,0,y,,,,added by AA (not present in CDLI dates?),,,,,,,,,,,,,,,,,Nebuchadnezzar III,Nebuchadnezar3,,Nebuchadnezzar III,Q3321618,http://www.wikidata.org/entity/Q3321618,Nebuchadnezzar III,-0600-01-01T00:00:00Z,-0521-12-21T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q888452,https://www.wikidata.org/wiki/Q888452,Nebuchadnezar4,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar IV,Nebuchadnezar4,398,Nebuchadnezzar IV,Q888452,http://www.wikidata.org/entity/Q888452,Nebuchadnezzar IV,-0600-01-01T00:00:00Z,-0520-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12610,https://www.wikidata.org/wiki/Q12610,Nebuchadnezzar,477,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar I,Nebuchadnezzar,341,Nebuchadnezzar I,Q12610,http://www.wikidata.org/entity/Q12610,Nebuchadnezzar I,-1200-01-01T00:00:00Z,-1103-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12610,https://www.wikidata.org/wiki/Q12610,Nebuchadnezzar1,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar I,Nebuchadnezzar1,485,Nebuchadnezzar I,Q12610,http://www.wikidata.org/entity/Q12610,Nebuchadnezzar I,-1200-01-01T00:00:00Z,-1103-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12591,https://www.wikidata.org/wiki/Q12591,Nebuchadnezzar2,50,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar II,Nebuchadnezzar2,492,Nebuchadnezzar II,Q12591,http://www.wikidata.org/entity/Q12591,Nebuchadnezzar II,-0626-01-01T00:00:00Z,-0559-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12591,https://www.wikidata.org/wiki/Q12591,Nebuchadnezzer2,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar II,Nebuchadnezzer2,225,Nebuchadnezzar II,Q12591,http://www.wikidata.org/entity/Q12591,Nebuchadnezzar II,-0626-01-01T00:00:00Z,-0559-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12591,https://www.wikidata.org/wiki/Q12591,Nebuchanezzar2,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar II,Nebuchanezzar2,148,Nebuchadnezzar II,Q12591,http://www.wikidata.org/entity/Q12591,Nebuchadnezzar II,-0626-01-01T00:00:00Z,-0559-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q12591,https://www.wikidata.org/wiki/Q12591,Nebuichadnezzar2,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nebuchadnezzar II,Nebuichadnezzar2,447,Nebuchadnezzar II,Q12591,http://www.wikidata.org/entity/Q12591,Nebuchadnezzar II,-0626-01-01T00:00:00Z,-0559-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379716,https://www.wikidata.org/wiki/Q379716,Nergal-shar-usur,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Neriglissar,Nergal-shar-usur,175,Neriglissar,Q379716,http://www.wikidata.org/entity/Q379716,Neriglissar,-0600-01-01T00:00:00Z,-0555-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379716,https://www.wikidata.org/wiki/Q379716,Neriglisar,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Neriglissar,Neriglisar,72,Neriglissar,Q379716,http://www.wikidata.org/entity/Q379716,Neriglissar,-0600-01-01T00:00:00Z,-0555-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379716,https://www.wikidata.org/wiki/Q379716,Neriglissar,155,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Neriglissar,Neriglissar,212,Neriglissar,Q379716,http://www.wikidata.org/entity/Q379716,Neriglissar,-0600-01-01T00:00:00Z,-0555-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nidnusha,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nidnusha,180,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379890,https://www.wikidata.org/wiki/Q379890,Ninurta-apil-Ekur,5,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ninurta-apal-Ekur,Ninurta-apil-Ekur,533,Ninurta-apal-Ekur,Q379890,http://www.wikidata.org/entity/Q379890,Ninurta-apal-Ekur,-1300-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379890,https://www.wikidata.org/wiki/Q379890,Ninurta-apli-x,1,,disambiguation needed,,,(presumably the same as Ninurta-apal-Ekur),NULL,NULL,NULL,,,,,,,,,,,,,,Ninurta-apal-Ekur,Ninurta-apli-x,156,Ninurta-apal-Ekur,Q379890,http://www.wikidata.org/entity/Q379890,Ninurta-apal-Ekur,-1300-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2395447,https://www.wikidata.org/wiki/Q2395447,Ninurta-kudurri-usur,0,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ninurta-kudurri-usur I,Ninurta-kudurri-usur,360,Ninurta-kudurri-usur I,Q2395447,http://www.wikidata.org/entity/Q2395447,Ninurta-kudurri-usur I,-1100-01-01T00:00:00Z,-1000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2395447,https://www.wikidata.org/wiki/Q2395447,Ninurta-kudurri-usur1,0,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ninurta-kudurri-usur I,Ninurta-kudurri-usur1,141,Ninurta-kudurri-usur I,Q2395447,http://www.wikidata.org/entity/Q2395447,Ninurta-kudurri-usur I,-1100-01-01T00:00:00Z,-1000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2997561,https://www.wikidata.org/wiki/Q2997561,Ninurta-nadin-shumi,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ninurta-nadin-shumi,Ninurta-nadin-shumi,436,Ninurta-nadin-shumi,Q2997561,http://www.wikidata.org/entity/Q2997561,Ninurta-nadin-shumi,-1200-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Niwar-Mer,5,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Niwar-Mer,179,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NM,1,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,NM,197,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NN,2,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,NN,100,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ns,5,y,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,Ns,376,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
